id,company_name,industry,country,employee_count,annual_revenue_million,profit_margin_percent,founded_year,customer_count,market_rating,created_date,region
9393,RetailHub_9393,Retail,India,2600,443.41,23.43,2008,26988,0.8,24-12-2025,Asia
9394,BuildWorks_9394,Manufacturing,Germany,4663,661.66,7.23,2015,6783,1,29-01-2025,Europe
9395,MediCorp_9395,Healthcare,Canada,2508,872.8,22.37,2008,57157,2.5,13-06-2024,North America
9396,FinTrust_9396,Finance,USA,3504,377.71,37.04,2007,19225,3.9,10-07-2025,North America
9397,TechNova_9397,Technology,India,464,772.93,13.94,2019,6602,1.2,14-10-2025,Asia
9398,RetailHub_9398,Retail,Germany,3851,157.44,21.83,2000,28875,4.3,15-11-2024,Europe
9399,BuildWorks_9399,Manufacturing,Canada,1268,203.79,28.09,1991,11739,3.7,30-04-2024,North America
9400,MediCorp_9400,Healthcare,USA,4424,994.88,19.18,1998,36607,4.4,01-12-2025,North America
9401,FinTrust_9401,Finance,India,5051,1011.92,38.21,2005,77762,2.9,22-09-2025,Asia
9402,TechNova_9402,Technology,Germany,2804,98.23,26.94,2009,97751,0.8,01-07-2025,Europe
9403,RetailHub_9403,Retail,Canada,250,703.94,42.91,1996,51582,2.7,08-06-2024,North America
9404,BuildWorks_9404,Manufacturing,USA,882,905.24,12.76,1997,31202,3.7,22-11-2024,North America
9405,MediCorp_9405,Healthcare,India,4853,796.29,6.41,2008,28468,2.1,28-05-2025,Asia
9406,FinTrust_9406,Finance,Germany,3839,798.39,39.78,2000,85419,0.8,10-04-2024,Europe
9407,TechNova_9407,Technology,Canada,4578,1043.52,14.59,2009,33496,3,01-06-2025,North America
9408,RetailHub_9408,Retail,USA,1090,741.6,14.31,2014,58118,2.9,30-11-2024,North America
9409,BuildWorks_9409,Manufacturing,India,3458,848.58,26.76,2006,12129,2.9,06-02-2026,Asia
9410,MediCorp_9410,Healthcare,Germany,264,71.2,30.6,1996,25606,2.7,21-12-2025,Europe
9411,FinTrust_9411,Finance,Canada,2858,953.97,32.38,1995,1372,2.2,30-10-2024,North America
9412,TechNova_9412,Technology,USA,678,193.64,11.92,2009,83437,2.4,02-02-2024,North America
9413,RetailHub_9413,Retail,India,3308,595.06,10.09,2017,15069,3.7,30-04-2024,Asia
9414,BuildWorks_9414,Manufacturing,Germany,2987,67.26,21.42,2009,90141,0.9,16-02-2025,Europe
9415,MediCorp_9415,Healthcare,Canada,2032,538.42,34.14,1994,99325,0.7,25-02-2025,North America
9416,FinTrust_9416,Finance,USA,1185,253.39,5.65,2017,93470,1.7,22-11-2025,North America
9417,TechNova_9417,Technology,India,2639,693.72,29.53,2017,8488,2.2,23-05-2025,Asia
9418,RetailHub_9418,Retail,Germany,644,799.86,28.89,2005,84517,4.2,05-11-2024,Europe
9419,BuildWorks_9419,Manufacturing,Canada,224,133.56,11.99,2005,67050,3.3,03-03-2025,North America
9420,MediCorp_9420,Healthcare,USA,887,145.79,13.88,2004,62484,1.7,05-02-2025,North America
9421,FinTrust_9421,Finance,India,4642,429.74,29.71,2004,77832,0.7,09-11-2025,Asia
9422,TechNova_9422,Technology,Germany,2669,629.31,22.2,2011,1737,1.3,12-08-2025,Europe
9423,RetailHub_9423,Retail,Canada,4926,1028.67,32.09,2013,99504,0.8,09-11-2024,North America
9424,BuildWorks_9424,Manufacturing,USA,2451,297.72,15.14,2004,62340,4.3,01-08-2025,North America
9425,MediCorp_9425,Healthcare,India,4730,53.54,42.16,2016,9041,0.2,10-11-2025,Asia
9426,FinTrust_9426,Finance,Germany,2127,551.32,32.46,2018,72096,4.9,06-08-2024,Europe
9427,TechNova_9427,Technology,Canada,4504,1026.33,7.79,2014,78020,4.1,23-01-2026,North America
9428,RetailHub_9428,Retail,USA,515,988.25,28.4,1992,40007,2.7,12-08-2024,North America
9429,BuildWorks_9429,Manufacturing,India,1119,282.6,7.16,1990,54048,2.1,09-08-2024,Asia
9430,MediCorp_9430,Healthcare,Germany,3343,632.52,32.72,2016,28559,2.5,07-08-2024,Europe
9431,FinTrust_9431,Finance,Canada,1327,88.39,12.25,2003,20243,3.4,04-12-2025,North America
9432,TechNova_9432,Technology,USA,2134,667.02,42.59,2018,14246,4.1,14-01-2024,North America
9433,RetailHub_9433,Retail,India,1095,625.38,9.51,1996,99992,1.4,25-04-2024,Asia
9434,BuildWorks_9434,Manufacturing,Germany,3036,644.09,35.07,1997,73709,0.6,28-04-2024,Europe
9435,MediCorp_9435,Healthcare,Canada,1360,145.21,6.18,1994,82907,3.8,08-05-2024,North America
9436,FinTrust_9436,Finance,USA,1434,777.04,23.85,2003,35125,3.2,21-05-2025,North America
9437,TechNova_9437,Technology,India,2761,668.22,5.69,1995,53687,4.1,08-07-2024,Asia
9438,RetailHub_9438,Retail,Germany,3838,852.26,24.06,2011,38618,4.7,03-03-2025,Europe
9439,BuildWorks_9439,Manufacturing,Canada,2137,428.67,42.74,2000,1733,5,18-06-2024,North America
9440,MediCorp_9440,Healthcare,USA,4640,551.23,18.77,1995,9885,1,28-12-2025,North America
9441,FinTrust_9441,Finance,India,3088,610.57,29,2009,25016,0.3,28-03-2025,Asia
9442,TechNova_9442,Technology,Germany,1879,1041.55,9.68,1992,5258,1.2,24-01-2025,Europe
9443,RetailHub_9443,Retail,Canada,520,1022.99,26.62,2006,36968,4.2,13-03-2024,North America
9444,BuildWorks_9444,Manufacturing,USA,2482,286.91,24.3,1998,555,1.7,25-12-2025,North America
9445,MediCorp_9445,Healthcare,India,1789,625.14,6.73,1998,7261,0.3,03-01-2025,Asia
9446,FinTrust_9446,Finance,Germany,165,639.17,36.47,1994,30267,2.9,06-12-2024,Europe
9447,TechNova_9447,Technology,Canada,3321,670.52,30.51,1995,34486,0.4,21-10-2025,North America
9448,RetailHub_9448,Retail,USA,1826,744.73,32.31,1998,6395,4.7,21-04-2025,North America
9449,BuildWorks_9449,Manufacturing,India,3203,334.54,28.66,2017,91678,4.7,21-11-2024,Asia
9450,MediCorp_9450,Healthcare,Germany,2276,573.73,9.1,2018,90020,2.1,04-09-2025,Europe
9451,FinTrust_9451,Finance,Canada,613,836.33,20.78,1992,17663,2.4,05-01-2024,North America
9452,TechNova_9452,Technology,USA,1827,170.26,35.74,2008,23964,0.9,11-01-2025,North America
9453,RetailHub_9453,Retail,India,929,587.44,34.31,2001,61062,1.9,13-07-2025,Asia
9454,BuildWorks_9454,Manufacturing,Germany,4249,609.6,21.51,2017,75958,4.6,29-01-2024,Europe
9455,MediCorp_9455,Healthcare,Canada,3885,756.77,43.76,2005,99891,0.5,12-02-2024,North America
9456,FinTrust_9456,Finance,USA,2952,660.31,28.58,2001,42030,2.7,03-06-2024,North America
9457,TechNova_9457,Technology,India,2512,857.51,23.44,2007,7003,3.1,21-08-2025,Asia
9458,RetailHub_9458,Retail,Germany,4420,113.41,8.89,1999,12053,1.7,05-02-2024,Europe
9459,BuildWorks_9459,Manufacturing,Canada,3922,680.41,36.25,1997,11260,4,23-09-2024,North America
9460,MediCorp_9460,Healthcare,USA,3115,608.24,19.69,2018,63792,1,12-01-2026,North America
9461,FinTrust_9461,Finance,India,1153,741.56,39.47,2019,98443,2.3,03-07-2025,Asia
9462,TechNova_9462,Technology,Germany,4731,214.04,35.23,2012,42986,0.3,22-05-2025,Europe
9463,RetailHub_9463,Retail,Canada,304,961.86,7.43,2003,22784,4.5,19-06-2025,North America
9464,BuildWorks_9464,Manufacturing,USA,325,256.57,40.31,2017,39929,4,07-04-2025,North America
9465,MediCorp_9465,Healthcare,India,3525,736.7,29.32,1999,24846,3.3,30-06-2025,Asia
9466,FinTrust_9466,Finance,Germany,2000,168.36,5.69,1993,76585,2.8,09-06-2025,Europe
9467,TechNova_9467,Technology,Canada,2645,829.09,24.47,1992,99227,1.2,07-12-2024,North America
9468,RetailHub_9468,Retail,USA,981,142.84,13.92,1998,88274,3.9,28-05-2024,North America
9469,BuildWorks_9469,Manufacturing,India,2784,712.18,33.04,1993,98927,3.2,24-02-2024,Asia
9470,MediCorp_9470,Healthcare,Germany,1099,637.75,38.98,1998,81476,4,20-09-2024,Europe
9471,FinTrust_9471,Finance,Canada,1524,524.88,25.75,2009,79914,4.3,08-12-2024,North America
9472,TechNova_9472,Technology,USA,2710,682.03,8.96,1992,56648,0.9,16-02-2025,North America
9473,RetailHub_9473,Retail,India,3781,375.05,39.98,1999,49686,0.2,30-05-2025,Asia
9474,BuildWorks_9474,Manufacturing,Germany,4785,203.12,12.21,1990,82499,1.2,22-04-2025,Europe
9475,MediCorp_9475,Healthcare,Canada,779,609.47,12.48,2006,96441,4.8,25-03-2024,North America
9476,FinTrust_9476,Finance,USA,3942,164.02,24.24,1999,1061,3.2,05-07-2024,North America
9477,TechNova_9477,Technology,India,1956,797.55,42.35,2003,56039,3.8,23-12-2024,Asia
9478,RetailHub_9478,Retail,Germany,373,270.42,26.8,1991,58583,3.9,29-06-2024,Europe
9479,BuildWorks_9479,Manufacturing,Canada,4028,76.62,43.25,2018,44783,1.9,16-11-2025,North America
9480,MediCorp_9480,Healthcare,USA,3340,669.7,13.08,2012,62334,3.1,04-07-2025,North America
9481,FinTrust_9481,Finance,India,1239,78.44,15.45,2010,93082,2.6,19-09-2025,Asia
9482,TechNova_9482,Technology,Germany,354,1003.32,27.57,2018,54346,1.2,10-08-2024,Europe
9483,RetailHub_9483,Retail,Canada,3564,983.55,29.54,2002,42505,1,07-08-2025,North America
9484,BuildWorks_9484,Manufacturing,USA,1974,479.81,20.17,2001,40390,0.5,25-05-2025,North America
9485,MediCorp_9485,Healthcare,India,2329,344.38,29.04,1998,20570,1.1,06-01-2024,Asia
9486,FinTrust_9486,Finance,Germany,4218,123.78,35.27,2017,24029,4.8,22-04-2025,Europe
9487,TechNova_9487,Technology,Canada,508,390.57,12.29,1997,76854,3.2,25-07-2025,North America
9488,RetailHub_9488,Retail,USA,101,257.87,20.92,2003,15561,1.3,05-09-2024,North America
9489,BuildWorks_9489,Manufacturing,India,223,803.29,18.37,2017,81874,4,05-12-2024,Asia
9490,MediCorp_9490,Healthcare,Germany,833,452.3,32.27,2013,29064,0.9,17-06-2025,Europe
9491,FinTrust_9491,Finance,Canada,2231,831.55,23.87,1994,47384,0.1,13-09-2025,North America
9492,TechNova_9492,Technology,USA,2246,435.56,33.5,1994,84793,4.8,23-06-2025,North America
9493,RetailHub_9493,Retail,India,2551,543.86,7.34,1991,88615,2.2,13-12-2025,Asia
9494,BuildWorks_9494,Manufacturing,Germany,4029,299.97,9.05,2015,45224,2.8,17-07-2024,Europe
9495,MediCorp_9495,Healthcare,Canada,3353,905.18,20.22,2000,57780,2.4,15-11-2025,North America
9496,FinTrust_9496,Finance,USA,2217,1009.86,18.43,1990,71985,3.8,25-04-2024,North America
9497,TechNova_9497,Technology,India,1093,432.77,17.17,1997,97354,3.3,15-02-2025,Asia
9498,RetailHub_9498,Retail,Germany,4425,466.83,31.43,2000,26113,4.4,11-06-2025,Europe
9499,BuildWorks_9499,Manufacturing,Canada,436,657.77,20.67,2015,28146,1.6,16-04-2025,North America
9500,MediCorp_9500,Healthcare,USA,3764,118.79,31.31,2001,65182,1.8,04-01-2025,North America
9501,FinTrust_9501,Finance,India,3758,1042.3,18.82,2006,10600,2,26-04-2024,Asia
9502,TechNova_9502,Technology,Germany,4111,478.12,44.2,1990,26544,0.9,24-01-2024,Europe
9503,RetailHub_9503,Retail,Canada,2574,915.33,35.96,2007,21795,2.5,18-02-2024,North America
9504,BuildWorks_9504,Manufacturing,USA,2041,1025.35,16.97,2019,71835,4.5,29-11-2025,North America
9505,MediCorp_9505,Healthcare,India,3102,167.56,44.65,1994,48441,1.2,11-06-2025,Asia
9506,FinTrust_9506,Finance,Germany,1142,903.3,20.76,1992,93856,1,02-12-2024,Europe
9507,TechNova_9507,Technology,Canada,4488,254.51,12.1,2009,5108,3.3,13-04-2024,North America
9508,RetailHub_9508,Retail,USA,1045,579.76,28.74,1994,71546,2.5,16-02-2024,North America
9509,BuildWorks_9509,Manufacturing,India,3985,198.53,16.96,1998,50107,3.6,26-05-2025,Asia
9510,MediCorp_9510,Healthcare,Germany,205,1024.19,9.49,1995,42982,4,20-11-2024,Europe
9511,FinTrust_9511,Finance,Canada,4687,667.32,17.22,1993,2302,1.7,06-07-2025,North America
9512,TechNova_9512,Technology,USA,4358,634.38,6.35,1991,69608,1,12-11-2025,North America
9513,RetailHub_9513,Retail,India,1755,83.54,6.59,2007,79141,0.9,08-06-2024,Asia
9514,BuildWorks_9514,Manufacturing,Germany,207,261.23,27.16,2001,51934,0.6,19-05-2025,Europe
9515,MediCorp_9515,Healthcare,Canada,3129,976.87,27.8,1999,51784,2.2,23-02-2024,North America
9516,FinTrust_9516,Finance,USA,3021,869.72,31.79,2017,3779,2.3,13-02-2025,North America
9517,TechNova_9517,Technology,India,4088,732.32,10.36,2008,16283,0.9,07-11-2024,Asia
9518,RetailHub_9518,Retail,Germany,2001,331.89,20.51,2014,72167,5,07-01-2024,Europe
9519,BuildWorks_9519,Manufacturing,Canada,2626,1043,42.4,1992,93661,4,27-03-2025,North America
9520,MediCorp_9520,Healthcare,USA,3040,1007.04,35.67,2010,45708,3.5,03-04-2025,North America
9521,FinTrust_9521,Finance,India,1109,606.53,5.61,2012,24541,2.6,15-01-2025,Asia
9522,TechNova_9522,Technology,Germany,4498,793.18,18.59,2001,10127,3.9,21-11-2025,Europe
9523,RetailHub_9523,Retail,Canada,1367,775.2,39.24,1996,9638,4.5,28-07-2025,North America
9524,BuildWorks_9524,Manufacturing,USA,4234,789.51,21.02,1995,1332,4,23-01-2026,North America
9525,MediCorp_9525,Healthcare,India,1588,1037.45,31.33,2012,39357,2.8,11-02-2025,Asia
9526,FinTrust_9526,Finance,Germany,4522,956.39,16.92,1998,22402,0,08-05-2025,Europe
9527,TechNova_9527,Technology,Canada,2222,727.92,17.15,1995,28647,4.9,18-09-2025,North America
9528,RetailHub_9528,Retail,USA,5026,1032.31,42.9,2002,73787,2.9,19-02-2025,North America
9529,BuildWorks_9529,Manufacturing,India,1514,788.8,8.59,1995,42660,3,09-01-2026,Asia
9530,MediCorp_9530,Healthcare,Germany,2212,148.28,40.97,2019,15918,1,16-03-2025,Europe
9531,FinTrust_9531,Finance,Canada,1382,111.48,12.6,2007,55231,2.5,21-03-2024,North America
9532,TechNova_9532,Technology,USA,2505,182.94,36.85,2007,73875,4.4,14-02-2026,North America
9533,RetailHub_9533,Retail,India,4430,918.24,35.75,1991,7741,3,09-10-2024,Asia
9534,BuildWorks_9534,Manufacturing,Germany,2753,1014.95,15.2,2015,71738,4.4,29-11-2024,Europe
9535,MediCorp_9535,Healthcare,Canada,1351,116.7,14.32,2001,2399,3.8,24-01-2024,North America
9536,FinTrust_9536,Finance,USA,329,471.62,44.09,1999,48520,3.5,11-03-2025,North America
9537,TechNova_9537,Technology,India,113,923.82,27.62,2017,83505,1.7,06-08-2025,Asia
9538,RetailHub_9538,Retail,Germany,4687,298.61,41.63,2014,71970,0.2,14-10-2024,Europe
9539,BuildWorks_9539,Manufacturing,Canada,2075,765.23,43.75,2003,43374,1.5,27-04-2024,North America
9540,MediCorp_9540,Healthcare,USA,4497,317.36,6.88,1992,5070,2.1,26-10-2025,North America
9541,FinTrust_9541,Finance,India,162,969.52,18.61,1992,5766,3.7,11-04-2025,Asia
9542,TechNova_9542,Technology,Germany,4935,727.37,18.65,1992,14475,1.1,14-12-2024,Europe
9543,RetailHub_9543,Retail,Canada,1334,487.1,27.18,2010,74981,3.7,26-07-2025,North America
9544,BuildWorks_9544,Manufacturing,USA,592,669.83,38.5,1993,35826,1.3,12-01-2025,North America
9545,MediCorp_9545,Healthcare,India,2374,122.29,28.55,2001,99062,0.7,17-10-2024,Asia
9546,FinTrust_9546,Finance,Germany,4864,591.83,36.26,2009,43891,2.9,25-05-2025,Europe
9547,TechNova_9547,Technology,Canada,3631,106.64,44.6,2000,7269,3.6,11-03-2024,North America
9548,RetailHub_9548,Retail,USA,3912,253.11,41.91,1993,55791,4.3,25-09-2025,North America
9549,BuildWorks_9549,Manufacturing,India,2945,690.09,44.4,2000,42109,4.4,03-07-2025,Asia
9550,MediCorp_9550,Healthcare,Germany,2494,881.46,7.58,1997,95295,0.4,28-03-2024,Europe
9551,FinTrust_9551,Finance,Canada,3568,567.16,39.15,2003,87912,0.8,29-08-2025,North America
9552,TechNova_9552,Technology,USA,2750,245.61,26.31,2012,37925,2.2,31-08-2025,North America
9553,RetailHub_9553,Retail,India,3906,636.83,11.77,1996,34490,2,20-01-2024,Asia
9554,BuildWorks_9554,Manufacturing,Germany,4520,64.16,37.47,2002,74049,0.1,01-05-2025,Europe
9555,MediCorp_9555,Healthcare,Canada,2566,333.66,41.35,2011,31966,4.7,22-03-2024,North America
9556,FinTrust_9556,Finance,USA,1185,318.98,17.9,1996,73977,4.6,10-05-2024,North America
9557,TechNova_9557,Technology,India,2145,261.19,38.09,1998,20924,0.2,26-11-2025,Asia
9558,RetailHub_9558,Retail,Germany,4113,1008.04,18.76,2000,15070,1.3,31-03-2024,Europe
9559,BuildWorks_9559,Manufacturing,Canada,1943,274.29,36.62,2010,24920,1.3,09-05-2024,North America
9560,MediCorp_9560,Healthcare,USA,4212,354.08,6.11,2000,44664,2.4,22-05-2025,North America
9561,FinTrust_9561,Finance,India,172,741.64,38.57,2013,84178,2.3,25-02-2024,Asia
9562,TechNova_9562,Technology,Germany,4934,854.37,35.85,1996,100385,0.4,05-04-2025,Europe
9563,RetailHub_9563,Retail,Canada,700,347.21,29.86,2010,49854,0.4,13-09-2024,North America
9564,BuildWorks_9564,Manufacturing,USA,2238,782.61,24.88,1996,98364,0.8,17-10-2024,North America
9565,MediCorp_9565,Healthcare,India,934,248.11,17.87,1990,26893,2.7,18-06-2025,Asia
9566,FinTrust_9566,Finance,Germany,3711,917.02,7.24,2001,12183,3.1,27-02-2024,Europe
9567,TechNova_9567,Technology,Canada,4456,749.38,33.02,2007,27222,3.6,22-06-2024,North America
9568,RetailHub_9568,Retail,USA,4676,562.7,33.49,2008,90388,2.9,06-05-2025,North America
9569,BuildWorks_9569,Manufacturing,India,279,811.04,25.1,2009,2772,2.8,09-10-2025,Asia
9570,MediCorp_9570,Healthcare,Germany,4494,799.94,21.44,1997,90304,1.8,30-01-2026,Europe
9571,FinTrust_9571,Finance,Canada,3789,772.62,20.97,2013,31424,2.7,04-02-2025,North America
9572,TechNova_9572,Technology,USA,2953,328.18,42.2,1992,15358,3.9,16-07-2025,North America
9573,RetailHub_9573,Retail,India,1322,735.55,9.64,2013,78962,3.8,28-11-2025,Asia
9574,BuildWorks_9574,Manufacturing,Germany,1500,455.45,40.8,2000,61224,3.5,12-11-2024,Europe
9575,MediCorp_9575,Healthcare,Canada,2049,848.23,18.19,2011,39646,1.1,10-12-2024,North America
9576,FinTrust_9576,Finance,USA,4813,107.95,16.39,2016,76165,4.9,13-12-2024,North America
9577,TechNova_9577,Technology,India,4531,570.79,14.43,2004,94121,5,14-12-2024,Asia
9578,RetailHub_9578,Retail,Germany,3312,564.31,30.58,2005,58505,3.4,19-12-2024,Europe
9579,BuildWorks_9579,Manufacturing,Canada,2486,783.12,15.63,1996,55189,2.2,28-10-2025,North America
9580,MediCorp_9580,Healthcare,USA,2382,51.46,16.64,2019,93743,1,12-06-2025,North America
9581,FinTrust_9581,Finance,India,3954,56.45,12.97,2015,80715,2.2,13-12-2024,Asia
9582,TechNova_9582,Technology,Germany,3562,418.12,12.43,2018,45504,0.8,07-04-2025,Europe
9583,RetailHub_9583,Retail,Canada,3332,1005.03,42.36,1990,62320,1.6,27-02-2024,North America
9584,BuildWorks_9584,Manufacturing,USA,657,753.56,8.2,2004,98238,1.1,27-04-2025,North America
9585,MediCorp_9585,Healthcare,India,4682,996.76,30.94,1990,20765,3.3,16-07-2024,Asia
9586,FinTrust_9586,Finance,Germany,705,900.51,21.85,1998,3694,1,31-10-2025,Europe
9587,TechNova_9587,Technology,Canada,3270,1025.89,18.53,1997,32534,4,28-08-2025,North America
9588,RetailHub_9588,Retail,USA,3109,348.42,38.95,2003,85857,3.2,24-08-2024,North America
9589,BuildWorks_9589,Manufacturing,India,1019,290.93,12.8,2003,22435,4.5,21-05-2024,Asia
9590,MediCorp_9590,Healthcare,Germany,490,122.67,43.69,2001,76162,0.1,03-09-2025,Europe
9591,FinTrust_9591,Finance,Canada,3448,596.17,18.16,2008,85073,2.3,29-01-2025,North America
9592,TechNova_9592,Technology,USA,5041,578.03,37.55,2003,1817,4.8,19-02-2026,North America
9593,RetailHub_9593,Retail,India,1837,613.28,9.59,1992,28051,4.8,02-09-2024,Asia
9594,BuildWorks_9594,Manufacturing,Germany,4404,836.16,19.28,2008,64964,3.7,24-07-2024,Europe
9595,MediCorp_9595,Healthcare,Canada,975,175.58,15.26,1995,80514,3.1,26-11-2024,North America
9596,FinTrust_9596,Finance,USA,730,309.99,9,2011,39676,4.2,28-04-2024,North America
9597,TechNova_9597,Technology,India,4841,783.75,23.63,1994,10985,1.4,20-08-2025,Asia
9598,RetailHub_9598,Retail,Germany,1097,977.49,38.42,2016,58467,0.5,19-11-2025,Europe
9599,BuildWorks_9599,Manufacturing,Canada,2932,409.8,27.91,2006,98700,2.6,12-03-2024,North America
9600,MediCorp_9600,Healthcare,USA,2966,476.97,14.7,2009,25464,1,28-12-2025,North America
9601,FinTrust_9601,Finance,India,2816,573.65,28.6,2002,50109,4.3,28-11-2024,Asia
9602,TechNova_9602,Technology,Germany,192,158.47,7.96,1996,27799,4.3,11-08-2025,Europe
9603,RetailHub_9603,Retail,Canada,2680,558.33,41.25,1991,48808,3.1,26-01-2024,North America
9604,BuildWorks_9604,Manufacturing,USA,3662,926.27,39.07,2004,80844,3.2,08-10-2024,North America
9605,MediCorp_9605,Healthcare,India,1124,60.74,36.22,2002,79772,5,04-03-2025,Asia
9606,FinTrust_9606,Finance,Germany,2283,966.87,32.89,1997,60304,3.7,01-07-2024,Europe
9607,TechNova_9607,Technology,Canada,618,179.99,23.79,2004,40408,2.5,30-06-2024,North America
9608,RetailHub_9608,Retail,USA,3752,997.59,35.53,2015,71636,1.9,01-04-2024,North America
9609,BuildWorks_9609,Manufacturing,India,909,810.84,24.36,1990,12155,0.1,24-02-2024,Asia
9610,MediCorp_9610,Healthcare,Germany,4286,587.96,23,2016,10541,0.5,06-12-2024,Europe
9611,FinTrust_9611,Finance,Canada,2980,845.43,5.28,2003,39418,1.4,14-08-2024,North America
9612,TechNova_9612,Technology,USA,4256,985,25.89,1993,41624,3.2,24-12-2024,North America
9613,RetailHub_9613,Retail,India,3294,812.21,18.49,1998,77531,0.5,27-10-2025,Asia
9614,BuildWorks_9614,Manufacturing,Germany,1059,387.4,7.21,2019,32379,0.5,01-09-2025,Europe
9615,MediCorp_9615,Healthcare,Canada,4149,1045.4,13.88,1999,8914,0.6,29-12-2025,North America
9616,FinTrust_9616,Finance,USA,1709,498.82,37.94,1991,76706,4.7,06-01-2026,North America
9617,TechNova_9617,Technology,India,2302,447.84,15.47,1996,18030,3.2,28-09-2025,Asia
9618,RetailHub_9618,Retail,Germany,2806,513.61,37.08,2002,99735,3.9,07-07-2025,Europe
9619,BuildWorks_9619,Manufacturing,Canada,4709,473.12,23.55,2014,47971,1.3,14-02-2026,North America
9620,MediCorp_9620,Healthcare,USA,3125,692.7,34.51,1991,48053,1.3,03-01-2025,North America
9621,FinTrust_9621,Finance,India,3831,993.53,6.5,1996,60244,2.8,02-09-2024,Asia
9622,TechNova_9622,Technology,Germany,4970,674.12,18.44,2004,8486,1.9,11-02-2025,Europe
9623,RetailHub_9623,Retail,Canada,4691,969.85,5.84,2011,3973,2.7,05-11-2025,North America
9624,BuildWorks_9624,Manufacturing,USA,2108,872.61,31.63,1998,13254,2.6,15-07-2025,North America
9625,MediCorp_9625,Healthcare,India,4777,979.65,6.54,2009,15748,3.1,02-05-2024,Asia
9626,FinTrust_9626,Finance,Germany,4448,307.68,42.54,2010,31694,2.3,08-03-2024,Europe
9627,TechNova_9627,Technology,Canada,1709,603.83,5.98,2004,20709,1.6,26-03-2024,North America
9628,RetailHub_9628,Retail,USA,154,851.98,27.73,2005,16328,1.2,02-08-2025,North America
9629,BuildWorks_9629,Manufacturing,India,4401,307.31,42.71,2013,35202,0.6,21-01-2025,Asia
9630,MediCorp_9630,Healthcare,Germany,4467,259.99,11.39,1994,95178,2.6,08-11-2025,Europe
9631,FinTrust_9631,Finance,Canada,4647,215.82,7.19,2001,92821,2.2,14-05-2025,North America
9632,TechNova_9632,Technology,USA,243,667.28,22.4,2003,56668,4,08-08-2024,North America
9633,RetailHub_9633,Retail,India,4482,1002.97,16.67,1991,47895,3.9,31-03-2025,Asia
9634,BuildWorks_9634,Manufacturing,Germany,4569,482,27.44,1996,61614,2.5,08-03-2024,Europe
9635,MediCorp_9635,Healthcare,Canada,1407,826.47,24.9,2018,70027,0.8,25-02-2024,North America
9636,FinTrust_9636,Finance,USA,3805,482.78,11.03,2011,11509,0.9,07-08-2024,North America
9637,TechNova_9637,Technology,India,766,632.07,30.11,2001,82309,0.8,18-11-2024,Asia
9638,RetailHub_9638,Retail,Germany,3381,565.18,19.46,2011,79265,0.2,03-01-2024,Europe
9639,BuildWorks_9639,Manufacturing,Canada,255,743.75,23.57,2012,44241,1.6,27-02-2025,North America
9640,MediCorp_9640,Healthcare,USA,5017,280.19,43.4,1994,69593,1.5,28-10-2024,North America
9641,FinTrust_9641,Finance,India,4079,150.07,41.6,1990,17616,3,14-01-2026,Asia
9642,TechNova_9642,Technology,Germany,4179,210.95,41.1,2008,2599,1.7,23-12-2025,Europe
9643,RetailHub_9643,Retail,Canada,782,577.65,19.91,2012,68710,0.2,16-09-2024,North America
9644,BuildWorks_9644,Manufacturing,USA,2249,831.18,19.3,2006,51744,1.5,06-04-2024,North America
9645,MediCorp_9645,Healthcare,India,796,951.88,22.42,2001,86626,4.6,03-06-2024,Asia
9646,FinTrust_9646,Finance,Germany,4419,425.04,7.9,2005,32494,1.8,30-07-2025,Europe
9647,TechNova_9647,Technology,Canada,4989,149.9,35.72,2016,36006,4,27-02-2025,North America
9648,RetailHub_9648,Retail,USA,2790,974.74,40.91,1998,56523,3.4,13-07-2025,North America
9649,BuildWorks_9649,Manufacturing,India,1719,762.49,17.77,1990,73979,2.5,11-10-2024,Asia
9650,MediCorp_9650,Healthcare,Germany,3088,741.51,27.36,2001,85672,4.1,25-08-2025,Europe
9651,FinTrust_9651,Finance,Canada,975,891.95,38.08,2007,75958,2.2,25-10-2025,North America
9652,TechNova_9652,Technology,USA,2195,550.27,9.13,2013,70671,2.5,10-12-2025,North America
9653,RetailHub_9653,Retail,India,3200,341.74,41.62,2016,65817,0,06-07-2025,Asia
9654,BuildWorks_9654,Manufacturing,Germany,168,86.33,43.16,1998,56086,4,12-08-2024,Europe
9655,MediCorp_9655,Healthcare,Canada,3334,675,32.72,2005,75421,0.2,02-04-2024,North America
9656,FinTrust_9656,Finance,USA,4801,658.81,37.19,2010,68012,3.6,06-04-2024,North America
9657,TechNova_9657,Technology,India,2989,305.88,33.67,2001,80513,4,27-04-2025,Asia
9658,RetailHub_9658,Retail,Germany,2370,82.21,24.84,2001,98369,1.1,26-04-2025,Europe
9659,BuildWorks_9659,Manufacturing,Canada,3472,775.81,21.2,2008,10032,5,06-04-2024,North America
9660,MediCorp_9660,Healthcare,USA,3117,197.51,30.58,2014,5308,0.1,22-11-2024,North America
9661,FinTrust_9661,Finance,India,4778,630.05,5.2,2016,1135,0.5,03-05-2025,Asia
9662,TechNova_9662,Technology,Germany,2906,345.75,43.1,1998,62076,3.4,31-01-2025,Europe
9663,RetailHub_9663,Retail,Canada,2419,222.04,34.48,2003,81432,2.8,06-05-2024,North America
